New Name,Feature_Description,Date,MapInfo,Province,FeatureSubTypeID,Previous_Name,MagisterialDistrictID,ProvinceID,fklLanguageID,Disteral,Local Municipality,Sound,District Municipality,fklLocalMunic,Comments,Meaning,Language
uKhwici,Stream,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
Ukuthula Game Estate,Game and residential estate,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
uMabhengwane,Mountain,2017-12-15 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uMabhumaneni,River,2017-06-30 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uMabhuqandlela,Mountain,2017-12-15 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uMacambela,Stream,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
uMadwaleni,River,2017-12-15 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uMagalela,Settlement,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
uMagcwalangenkung,Lake,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
uMagqamuza,Mountain,2013-10-02 00:00:00,,KwaZulu-Natal,,Magqamuza,,,,,,,,,Correction of spelling,,
uMaguzu,Lake,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
uMagwazithonga,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uMahhumuza,Mountain,2012-04-13 00:00:00,,KwaZulu-Natal,,Mahhumuza,,,,,,,,,Correction of spelling,,
uMakhongolo,Stream,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uMalomba,Forest,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uMamunyela,Forest,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uMaphuphu,Lake,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uMatshane,Lake,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uMbhukudo,River,2013-10-02 00:00:00,,KwaZulu-Natal,,Mbhukudo,,,,,,,,,Correction of spelling,,
uMchamomanzi,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uMemfu,Mountain,2016-02-09 00:00:00,,KwaZulu-Natal,,Memfu,,,,,,,,,Memfu,,
uMgubho,Mountain,2017-12-15 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uMgubulundwane,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uMgxamu,Lake,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
uMhholomba,Forest,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uMhlabane,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uMhlabane,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uMhlabane,Forest,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uMhlanzela,Lake,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uMhulanja,River,2017-12-15 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
Umjilo,Settlement,2016-06-17 00:00:00,,Eastern Cape,,Jimmy,,,,,,,,,Jimmy,,
uMkhuhlwana,Lake,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uMlonyeni,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of long standing name,,
uMofana,River,2013-10-02 00:00:00,,KwaZulu-Natal,,Mofana,,,,,,,,,Correction of spelling,,
uMphetha,,2006-06-30 00:00:00,45 km E of Pongola Town,KwaZulu-Natal,,,,4.0,11.0,DC26,UPhongolo,,,KZ262,,,
uMphondo,Lake,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
uMphosazembe,Stream,2016-02-09 00:00:00,,KwaZulu-Natal,,Mphosazembe,,,,,,,,,Mphosazembe,,
uMphuma,Lake,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uMtengu,Stream,2013-10-02 00:00:00,,KwaZulu-Natal,,Mtengu,,,,,,,,,Correction of spelling,,
uMthokotshwala,,2006-06-30 00:00:00,25 km NW of Pongola Town,KwaZulu-Natal,,,,4.0,11.0,DC26,UPhongolo,,,KZ262,,,
uMzimkhulwana,River,2017-06-30 00:00:00,,KwaZulu-Natal,,Name to be registered,,,,,,,,,Name to be registered,,
uNcibidwane,Stream,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uNdamukane,Lake,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
uNdende,River,2017-06-30 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uNgqaza,Mountain,2013-10-02 00:00:00,,KwaZulu-Natal,,Ngqaza,,,,,,,,,Correction of spelling,,
uNgwaleni,River,2017-12-15 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uNhliziyonkulu,Forest,2017-12-15 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uNomatasi,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,A Lake in uMkhanyakude District Municipality Kwazulu Natal,,
uNomatshe,Lake,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uNozalelizingwenya,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Nozalelizingweya,,,,,,,,,Correction of spelling,,
Unsonge,River,2016-02-09 00:00:00,,KwaZulu-Natal,,Insonge,,,,,,,,,correction of orthography from Insonge,,
uNtabende,Mountain,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
uNtabingashi,Mountain,2017-06-30 00:00:00,,KwaZulu-Natal,,Name to be registered,,,,,,,,,Name to be registered,,
uNtinini,Lake,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uNyokeni,River,2017-06-30 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uPhoko,Lake,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
uQongwane,Mountain,2017-06-30 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uShumbu,Lake,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uSidada,Mountain,2017-12-15 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uSigquluba,Hill,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uSihosha,Fountain,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uSikhaleni,Mountain,2017-06-30 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uSikhumba,Lake,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uSikhunyana,Forest,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
uSipholi,Mountain,2017-06-30 00:00:00,,KwaZulu-Natal,,Name to be registered,,,,,,,,,Name to be registered,,
uYini,River,2017-12-15 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uZigwenu,Lake,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
uZinyane,Lake,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
Xalamuka,Village,2009-09-18 00:00:00,,Mpumalanga,,Eglington,,,,,,,,,Change of Name,,
Xesi River,River,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Xolani,Settlement,2016-06-17 00:00:00,,Eastern Cape,,Smith Location,,,,,,,,,Smith Location,,
Zakhiya,Village,2009-09-18 00:00:00,,Mpumalanga,,Serville ku 224,,,,,,,,,Change of Name,,
Zanyokwe,Village,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Zithabiseni,Settlement,2015-09-11 00:00:00,,Mpumalanga,,,,,,,,,,,New Name,,
Zithathele,Village,2020-03-23 00:00:00,,Eastern Cape,,,,,,,,,,,Existing name registration,,
eNsunduza,Settlement,2007-03-16 00:00:00,22 km NW of Pongola Town,KwaZulu-Natal,105.0,Nsuduza,,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,Nsuduza,,
Chris Hani Township,Township,2013-12-06 00:00:00,"31.460859,-27.313855",Eastern Cape,,Extension 7,,,,,Mhlontlo,,O R Tambo,,Change of Name,,
Dr Malizo Mpehle Township,Township,2013-12-06 00:00:00," Check spelling , have updated as per gazette",Eastern Cape,,Extension 6,,,,,Mhlontlo,,O R Tambo,,Change of Name,,
Dr Z Njongwe Township,Township,2013-12-06 00:00:00,,Eastern Cape,,Extension 5,,,,,Mhlontlo,,O R Tambo,,Change of Name,,
Kwelerha,Village,2019-03-22 00:00:00,±25 km NE East London,Eastern Cape,,Kwelera,,,,,Great Kei,,Amathole ,,Kwelera,,
Malcomess Mgabela Bridge,Bridge,2013-12-06 00:00:00,,Eastern Cape,,Tsholomnqa Bridge,,,,,"Buffalo City Metropolitan Municipality
",,Buffalo City,,Change of Name,,
Mamafubedu,Town,2012-11-02 00:00:00,,Free State,,Petrus Steyn,,,,,Nketoana,,Thabo Mofutsanyane,,Change of name,,
Mbizana,"Town, River and Post Office",2013-12-06 00:00:00,,Eastern Cape,,Bizana,,,,,Mbizana,,Alfred Nzo,,Correction of spelling,,
Mchantsi,River,2019-03-22 00:00:00,,Eastern Cape,,,,,,,"Buffalo City Metropolitan Municipality
",,Buffalo City,,Registration of a long standing name,,
Mgcineni Mgqatsa Village,Village,2013-12-06 00:00:00,,Eastern Cape,,extension 6 in Qumbu,,,,,Mhlontlo,,O R Tambo,,Change of name,,
Mpethu,Hill,2019-03-22 00:00:00,±25 km W of Centani: Village Lat: 32° 18' Long: 2,Eastern Cape,,,,,,,Mnquma,,Amathole ,,Registration of a long standing name,,
Ngwevana,River,2019-03-22 00:00:00,,Eastern Cape,,Gwevana,,,,,King Sabata Dalindyebo,,O R Tambo,,Gwevana,,
Tobile Bam Township,Township,2013-12-06 00:00:00,,Eastern Cape,,Extension 2,,,,,Mhlontlo,,O R Tambo,,Change of Name,,
Wild Fig Country Estate,Settlement,2005-02-25 00:00:00,10 km South of White River and 10 km North of Nelspruit.,Mpumalanga,105.0,,,5.0,2.0,DC32,Mbombela,,"Ehlanzeni
",MP322,,,
Boitumelo,Post Office,2000-03-14 00:00:00,35 km S of Ganyesa,North West,73.0,,377.0,,8.0,DC39,Kagisano_Molopo,,Dr Ruth Segomotsi Mompati,,,,
Bonkolo,River (not specified),2005-02-25 00:00:00,4 km NE ,Eastern Cape,119.0,Bongolo,,,10.0,DC13,Enoch Mgijima,,Chris Hani,,Bongolo,,
Cacadu,River (not specified),2005-05-27 00:00:00,18 km S of Lady Frere,Eastern Cape,119.0,Wit Kei,,,10.0,DC13,Emalahleni,,Chris Hani,,Wit Kei,,
Capricon square,Post Office,2000-09-07 00:00:00,25 km S of Simonstad above on M5,Western Cape,73.0,,5.0,,2.0,,City of Cape Town,,City of Cape Town,,,,
Century City,Post Office,2000-09-07 00:00:00,10 km from Cape Town,Western Cape,73.0,,4.0,,2.0,,City of Cape Town,,City of Cape Town,,,,
Chintsa (East and West),Settlement,2006-07-27 00:00:00,±35 km E Lat: 32° 49' Long: 28° 11',Eastern Cape,105.0,,62.0,,10.0,,Great Kei,,Amathole,,,,
Chintsa (East and West),,2006-07-27 00:00:00,±35 km E Lat: 32° 49' Long: 28° 11',Eastern Cape,,,62.0,,2.0,,Great Kei,,Amathole,,,,
Chintsa East and West,River (not specified),2004-07-16 00:00:00,18 km S of Lady Frere,Eastern Cape,119.0,Cintsa,,,10.0,DC13,Great Kei,,Amathole,,Cintsa,,
Edludluma,Settlement,2005-02-25 00:00:00,60 km East of Malelane.,Mpumalanga,105.0,,,,6.0,,Nkomazi,,Ehlanzeni,,,,
eGolela,Railway,2006-06-30 00:00:00,"41 km NE of Pongola Town, 2731BD",KwaZulu-Natal,78.0,Golela,,,11.0,,Upongolo,,Zululand,,Golela,,
eMatshamnyama,Village,2006-06-30 00:00:00,"23 km NW of Pongola Town, 2831BB",KwaZulu-Natal,106.0,Matshamnyama,,,11.0,DC32,Big  Five Hlabisa,,Umkhanyakude,,Matshamnyama,,
eMkhwakhweni,Village,2006-06-30 00:00:00,"18 km NW of Pongola , 2830BD",KwaZulu-Natal,106.0,Mkhwakhweni,,,11.0,DC24,Upongolo,,Zululand,,Mkhwakhweni,,
Esigangeni,Hill,2006-07-27 00:00:00,,Eastern Cape,37.0,No Name Peak,,,11.0,,Sakhisizwe,,Chris Hani,,,,
Esikhalini,Hill,2006-07-27 00:00:00,,Marion island,37.0,New feature,,,11.0,,Prince Edward Island,,Prince Edward Island,,,,
ESiyabonga,Post Office,2001-08-14 00:00:00,12 km S of Durban,KwaZulu-Natal,73.0,,200.0,,11.0,,eThekwini,,eThekwini,,,,
GaMadikana,Post Office,2000-03-14 00:00:00,79km N of Polokwane,Limpopo,73.0,,344.0,,4.0,DC7,Molemole,,Capricon,,,,
ISankontshe,Post Office,2000-03-14 00:00:00,10 km S of Hammmersdale,KwaZulu-Natal,73.0,,204.0,,11.0,,eThekwini,,eThekwini,,,,
Isigodi samachibi,Plain,2006-07-27 00:00:00,Lat: 46° 56' Long: 37° 35',Marion island,125.0,New feature,,,11.0,,Marion island,,Marion island,,,,
Kingsway,Post Office,2000-09-07 00:00:00,± 1 km N of Amanzimtoti,KwaZulu-Natal,73.0,,200.0,,2.0,,eThekwini,,eThekwini,,,,
Kopanong,Lake,2006-07-27 00:00:00,,Marion island,56.0,New feature,,,4.0,,Marion Island,,Marion Island,,,,
KwaGoba,Post Office,2001-08-14 00:00:00,"2,5 km N of Inanda",KwaZulu-Natal,73.0,,242.0,,11.0,,eThekwini,,eThekwini,,,,
KwaThuthuka,Post Office,2000-03-14 00:00:00,7 km W of Amanzimtoti,KwaZulu-Natal,73.0,,240.0,,16.0,,eThekwini,,eThekwini,,,,
Laastedrif Dam,Dam,2000-05-31 00:00:00,,Western Cape,23.0,,27.0,,16.0,DC2,Witzenberg,,Cape Winelands,,,,
Lakenvlei Lower Dam,Dam,2000-05-31 00:00:00,,Western Cape,23.0,,27.0,,16.0,DC2,Witzenberg,,Cape Winelands,,,,
Lakenvlei Upper Dam,Dam,2000-05-31 00:00:00,,Western Cape,23.0,,27.0,,16.0,DC2,Witzenberg,,Cape Winelands,,,,
Madibeng,Post Office,2000-03-14 00:00:00,200 km W of Vryburg,North West,73.0,,253.0,,8.0,,Madibeng,,Bojanala,,,,
Madimbo,Post Office,2001-08-14 00:00:00,48 km N,Limpopo,73.0,,354.0,,9.0,,Musina,,Vhembe,,,,
Marconi Beam,Post Office,2001-10-29 00:00:00,3 km from Milnerton,Western Cape,73.0,,4.0,,2.0,,City of Cape Town,,City of Cape Town,,,,
Mascarin Peak,Mountain Peak,2006-07-27 00:00:00,Lat: 46° 54' Long: 37° 42',Marion island,,State President Swart Peak,,,2.0,,Marion island,,Marion island,,,,
Mphothulo,Settlement,2004-05-28 00:00:00,45 km S,Eastern Cape,105.0,Mopotula,,,10.0,DC13,Emalahleni,,Chris Hani,,Mopotula,,
Mphothulo,Post Office,2006-07-27 00:00:00,45 km S of Lady Frere Post Office Lat: 31° 54' Lo,Eastern Cape,73.0,,118.0,,10.0,DC13,Emalahleni,,Chris Hani,,,,
Mphothulo,Railway,2006-07-27 00:00:00,45 km S of Lady Frere Post Office Lat: 31° 54' Lo,Eastern Cape,78.0,,118.0,,10.0,DC13,Emalahleni,,Chris Hani,,,,
Mthentu,Village,2005-02-25 00:00:00,,Eastern Cape,119.0,Mtentu,,,10.0,,King Sabata Dalindyebo,,O R Tambo,,Mtentu,,
Mthentu,River (not specified),2005-02-25 00:00:00,,Eastern Cape,119.0,Mtentu,,,10.0,,King Sabata Dalindyebo,,O R Tambo,,Mtentu,,
Muswodi Dipeni,Post Office,2001-08-14 00:00:00,32 km N of Mutale,Limpopo,73.0,,354.0,,9.0,DC33,Musina,,Vhembe,,,,
Mvane,River (not specified),2004-05-28 00:00:00,25 km S,Eastern Cape,119.0,Imvani,,,10.0,DC13,Enoch Mgijima,,Chris Hani,,Imvani,,
Mvane,Railway,2004-05-28 00:00:00,26 km S,Eastern Cape,78.0,Imvani,,,10.0,DC13,Enoch Mgijima,,Chris Hani,,Imvani,,
Mvane,Town,2006-07-27 00:00:00,Settlement Lat: 32° 01' Long: 27° 04',Eastern Cape,111.0,,58.0,,10.0,DC13,Enoch Mgijima,,Chris Hani,,,,
Nciba,River (not specified),2005-07-01 00:00:00,In Queenstown,Eastern Cape,119.0,Swart Kei,,,10.0,DC13,Enoch Mgijima,,Chris Hani,,Swart Kei,,
Ntswaneng,Post Office,2002-05-01 00:00:00,80 km E of Tzaneen,Limpopo,73.0,,350.0,,4.0,DC32,Greater Tzaneen,,Mopani,,,,
Nyanga Junction,Post Office,2001-04-08 00:00:00,22 km E of Cape Town,Western Cape,73.0,,6.0,,17.0,,City of Cape Town,,City of Cape Town,,,,
Orient Hill,Post Office,2001-08-14 00:00:00,15 km S of Durban,KwaZulu-Natal,73.0,,200.0,,2.0,,eThekwini,,eThekwini,,,,
Polokwane,Town,2002-05-01 00:00:00,Formerly Pietersburg,Limpopo,111.0,Pietersburg,328.0,,4.0,,Polokwane,,Capricorn,,Pietersburg,,
Polokwane,Post Office,2005-02-25 00:00:00,It is situated within the CBD,Limpopo,73.0,,,,4.0,,Polokwane,,Capricorn,,,,
Prospecton,Post Office,2001-04-09 00:00:00,15 km S of Durban,KwaZulu-Natal,73.0,,200.0,,2.0,,eThekwini,,eThekwini,,,,
Ramodumo,Post Office,2001-08-14 00:00:00,70 km N of Duiwelskloof,Limpopo,73.0,,342.0,,4.0,DC33,Greater Letaba,,Mopani,,,,
Ratšeke,Post Office,2001-08-14 00:00:00,43 km E of Duiwelskloof,Limpopo,73.0,,342.0,,4.0,DC33,Greater Letaba,,Mopani,,,,
Resolution Peak,Mountain Peak,2004-04-08 00:00:00,,Prince Edward,138.0,Jan Smuts Peak,,,2.0,,Prince Edward,,Prince Edward,,,,
Sefogane,,2006-07-27 00:00:00,19 km N of Graskop Lat: 24° 46' Long: 28° 41',Mpumalanga,,,315.0,,4.0,,Thaba Chweu,,Ehlanzeni,,,,
Sparksview,Post Office,2001-10-29 00:00:00,On the outskirts of the Durban CBD,KwaZulu-Natal,73.0,,200.0,,2.0,,"Ethekwini Metropolitan Municipality
",,"Ethekwini Metropolitan Municipality
",,,,
Taulome,Post Office,2001-08-14 00:00:00,45 km NE of Duiwelskloof,Limpopo,73.0,,342.0,,4.0,DC33,Greater Letaba,,Mopani,,,,
Tele River,River (not specified),2006-07-27 00:00:00,River forming border with Lesotho Lat: 30° 36' Lo,Eastern Cape,,,119.0,,10.0,,Senqu,,Joe Gqabi,,,,
Thembani,Town,2004-10-01 00:00:00,55 km E,Eastern Cape,111.0,,,,10.0,DC13,Enoch Mgijima,,Chris Hani,,,,
Umhlanga Gateway,Post Office,2003-05-15 00:00:00,24 km SW from Umhlanga Rocks CBD,KwaZulu-Natal,73.0,,201.0,,2.0,,eThekwini,,eThekwini,,,,
Umkhombe,Hill,2006-07-27 00:00:00,Lat: 46° 51' Long: 37° 47',Marion island,37.0,New feature,,,10.0,,Marion island,,Marion island,,,,
Mistkraal,Post Office,2001-04-08 00:00:00,10 km W of Kirkwood,Eastern Cape,73.0,,71.0,,17.0,DC10,"Sundays River Valley Local Municipality
",,"Sarah Baartman
",,,,
eBasiyeni,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Basiyeni,,,,,"Mpofana Local Municipality
",,Umgungundlovu,,Correction of spelling,,
eBayala,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Biyela,,,,,"Mthonjaneni Local Municipality
",,King Cetshwayo,,Correction of spelling,,
eBhekizwe,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Bhekizwe,,,,,"Umvoti Local Municipality
",,Umzinyathi,,Correction of spelling,,
eBomvini,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Bomvini,,,,,"Ntabankulu Local Municipality
",,Alfred Nzo,,Correction of spelling,,
Ekukhanyeni,Settlement,2015-09-11 00:00:00,,Mpumalanga,,Kwaggafontein,,,,,"Thembisile Local Municipality
",,Nkangala,,Change of Name,,
eKwayiweni,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Gwaliweni,,,,,"Jozini Local Municipality
",,Umkhanyakude,,Correction of spelling,,
EmaBheleni,Settlement,2019-03-22 00:00:00,,Eastern Cape,,EmaBeleni,,,,,"Elundini Local Municipality
",,"Joe Gqabi
",,EmaBeleni,,
eMabuyeni,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Mabuyeni,,,,,"uMhlathuze Local Municipality
",,"King Cetshwayo
",,Correction of spelling,,
eMadaka,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Madaka,,,,,"Nkandla Local Municipality
",,"King Cetshwayo
",,Correction of spelling,,
eMadlangala,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Madlankala,,,,,"uMhlathuze Local Municipality 
",,"King Cetshwayo
",,Correction of spelling,,
eMafakatini,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Mafakatini,,,,,"The Msunduzi Local Municipality
",,"Umgungundlovu
",,Correction of spelling,,
eMafikeni,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,"Inkosi Langalibalele Local Municipality
",,Uthukela,, Registration of a long standing of name,,
eMagovini,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,"eDumbe Local Municipality
",,Zululand,,Registration of a long standing of name,,
eMagovini,Forest,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,"eDumbe Local Municipality
",,Zululand,,Registration of a long standing of name,,
eMahukwini,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Doornhoek,,,,,"Alfred Duma Local Municipality
",,Uthukela,,Doornhoek,,
eMakhasaneni,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Makhasaneni,,,,,"Mthonjaneni Local Municipality
",,King Cetshwayo,,Makhasaneni,,
eMangweni,Settlement,2011-10-07 00:00:00,,KwaZulu-Natal,,Loskop,,,,,"Inkosi Langalibalele Local Municipality
",,Uthukela,,Change of name,,
eManzawayo,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Manzawayo,,,,,"Nkandla Local Municipality
",,King Cetshwayo,,correction of orthography from Manzawayo,,
eManzimtoti,Town,2010-10-01 00:00:00,,KwaZulu-Natal,,Amanzimtoti,,,,,eThekwini,,eThekwini,,Correction of spelling,,
eMaphephetheni,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Maphephethwa,,,,,eThekwini,,eThekwini,,Correction of spelling,,
EmaTolweni,Settlement,2020-03-23 00:00:00,,Eastern Cape,,,,,,,"Mbhashe Local Municipality
",,Amathole,,Existing name registration,,
eMatshana,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Matshana,,,,,"uMhlathuze Local Municipality
",,"King Cetshwayo
",,Correction of spelling,,
eMbangweni,Settlement,2011-10-07 00:00:00,,Mpumalanga,,Lochiel,,,,,"Chief Albert Luthuli Local Municipality
",,"Gert Sibande
",,Change of name,,
eMboni,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Mbona,,,,,"uMshwathi Local Municipality
",,Umgungundlovu,,Correction of spelling,,
eMdloti,Town,2010-10-01 00:00:00,,KwaZulu-Natal,,Umdloti,,,,,eThekwini,,"eThekwini
",,Correction of spelling,,
eMdutshini,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Mdutshini,,,,,"The Msunduzi Local Municipality
",,Umgungundlovu,,Correction of spelling,,
eMevamhlophe,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Mevamhlophe,,,,,"uMhlathuze Local Municipality
",,"King Cetshwayo
",,Correction of spelling,,
eMhlangeni,Village,2017-12-15 00:00:00,,KwaZulu-Natal,,Ezitendeni,,,,,"Umzumbe Local Municipality
",,Ugu,,Ezitendeni,,
eMhlwaneni,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Drifontein,,,,,"Alfred Duma Local Municipality
",,Uthukela,,Drifontein,,
eMibuzweni,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Kirkintulloch,,,,,"Alfred Duma Local Municipality
",,Uthukela,,Kirkintulloch,,
eMkhathini,Location,2016-06-17 00:00:00,,Gauteng,,Emkatini,,,,,Ekurhuleni,,Ekurhuleni,,Emkatini,,
eMkhindini,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Mkhindini,,,,,"Mthonjaneni Local Municipality
",,"King Cetshwayo
",,Mkhindini,,
eMkhomazi,Village,2010-10-01 00:00:00,,KwaZulu-Natal,,Umkomaas,,,,,eThekwini,,eThekwini,,Correction of spelling,,
eMkhuze,Town,2011-10-07 00:00:00,,KwaZulu-Natal,,Mkuze,,,,,"Jozini Local Municipality
",,Umkhanyakude,,Correction of spelling,,
eMlondozi,Settlement,2009-12-18 00:00:00,,Mpumalanga,,Badplaas,,,,,"Chief Albert Luthuli Local Municipality
",,"Gert Sibande
",,Change of Name,,
Emndeni,Township,2016-06-17 00:00:00,,Gauteng,,Emdeni,,,,,"City of Johannesburg 
",,"City of Johannesburg
",,correction of orthography from Emdeni,,
eMpuluzi,,2006-03-03 00:00:00,85 km NW of Carolina,Mpumalanga,,,,5.0,11.0,DC30,Lekwa,,Gert Sibande,MP305,,,
eMsasandla,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Msasandla,,,,,"uMhlathuze Local Municipality
",,"King Cetshwayo
",,Correction of spelling,,
eMtengu,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Mtengu,,,,,"uMhlathuze Local Municipality
",,"King Cetshwayo
",,Correction of spelling,,
Amathole Mountains,Mountain,,,Eastern Cape,,Amatola,,,,,"Amahlathi Local Municipality
",,Amathole,,Amatola,,
Bhaziya,Township,,34 km W,Eastern Cape,,,,1.0,10.0,,King Sabata Dalindyebo,,O.R.Tambo,EC157,,,
Bhola,Settlement,,,Eastern Cape,,Bola,,,,,"Great Kei Local Municipality
",,Amathole,,Bola),,
Bhulurha,River,,,Eastern Cape,,Serope Seyabenye,,,,,"Great Kei Local Municipality
",,Amathole,,from Serope Seyabenye,,
